Entry	Entrez ID	Entry name	Reactome
P62945	6171	RL41_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72689;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P83881	6173	RL36A_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72689;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P05388	6175	RLA0_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72689;R-HSA-72706;R-HSA-72764;R-HSA-8950505;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P05386	6176	RLA1_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72689;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P05387	6181	RLA2_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72689;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P52815	6182	RM12_HUMAN	R-HSA-5368286;R-HSA-5389840;R-HSA-5419276;
O15235	6183	RT12_HUMAN	R-HSA-5368286;R-HSA-5389840;R-HSA-5419276;
P04843	6184	RPN1_HUMAN	R-HSA-1799339;R-HSA-446203;
P04844	6185	RPN2_HUMAN	R-HSA-1799339;R-HSA-446203;
P15880	6187	RS2_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-3214858;R-HSA-6790901;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-8876725;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P23396	6188	RS3_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P61247	6189	RS3A_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P62701	6191	RS4X_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P22090	6192	RS4Y1_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P46782	6193	RS5_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P62753	6194	RS6_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-166208;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6790901;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
Q15418	6195	KS6A1_HUMAN	R-HSA-198753;R-HSA-199920;R-HSA-2559582;R-HSA-437239;R-HSA-442742;R-HSA-444257;R-HSA-881907;
Q15349	6196	KS6A2_HUMAN	R-HSA-198753;R-HSA-199920;R-HSA-2559582;R-HSA-437239;R-HSA-442742;R-HSA-444257;R-HSA-881907;
P51812	6197	KS6A3_HUMAN	R-HSA-198753;R-HSA-199920;R-HSA-2559582;R-HSA-437239;R-HSA-442742;R-HSA-444257;R-HSA-881907;
P23443	6198	KS6B1_HUMAN	R-HSA-166208;
Q9UBS0	6199	KS6B2_HUMAN	R-HSA-198693;R-HSA-5674400;
P62081	6201	RS7_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6790901;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P62241	6202	RS8_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P46781	6203	RS9_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6790901;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P46783	6204	RS10_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P62280	6205	RS11_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P25398	6206	RS12_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P62277	6207	RS13_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P62263	6208	RS14_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6790901;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P62841	6209	RS15_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P62244	6210	RS15A_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P62249	6217	RS16_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P08708	6218	RS17_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P62269	6222	RS18_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P39019	6223	RS19_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P60866	6224	RS20_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P63220	6227	RS21_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P62266	6228	RS23_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P62847	6229	RS24_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P62851	6230	RS25_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P62854	6231	RS26_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P42677	6232	RS27_HUMAN	R-HSA-141444;R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-2467813;R-HSA-2500257;R-HSA-5663220;R-HSA-6791226;R-HSA-68877;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-9648025;R-HSA-975956;R-HSA-975957;
P62979	6233	RS27A_HUMAN	R-HSA-110312;R-HSA-110314;R-HSA-110320;R-HSA-1169091;R-HSA-1169408;R-HSA-1234176;R-HSA-1236382;R-HSA-1236974;R-HSA-1253288;R-HSA-1295596;R-HSA-1358803;R-HSA-156827;R-HSA-156902;R-HSA-162588;R-HSA-168638;R-HSA-168927;R-HSA-168928;R-HSA-174048;R-HSA-174084;R-HSA-174113;R-HSA-174154;R-HSA-174178;R-HSA-174184;R-HSA-174490;R-HSA-175474;R-HSA-179409;R-HSA-1799339;R-HSA-180534;R-HSA-180585;R-HSA-182971;R-HSA-187577;R-HSA-192823;R-HSA-195253;R-HSA-201681;R-HSA-202424;R-HSA-205043;R-HSA-209543;R-HSA-209560;R-HSA-211733;R-HSA-2122947;R-HSA-2122948;R-HSA-2173788;R-HSA-2173791;R-HSA-2173795;R-HSA-2173796;R-HSA-2408557;R-HSA-2467813;R-HSA-2559580;R-HSA-2559582;R-HSA-2559585;R-HSA-2565942;R-HSA-2644606;R-HSA-2672351;R-HSA-2691232;R-HSA-2871837;R-HSA-2894862;R-HSA-2979096;R-HSA-3134975;R-HSA-3322077;R-HSA-349425;R-HSA-3769402;R-HSA-3785653;R-HSA-382556;R-HSA-400253;R-HSA-445989;R-HSA-450302;R-HSA-450321;R-HSA-450408;R-HSA-4608870;R-HSA-4641257;R-HSA-4641258;R-HSA-4641263;R-HSA-5205685;R-HSA-532668;R-HSA-5357905;R-HSA-5357956;R-HSA-5358346;R-HSA-5362768;R-HSA-5607761;R-HSA-5607764;R-HSA-5610780;R-HSA-5610783;R-HSA-5610785;R-HSA-5632684;R-HSA-5654726;R-HSA-5654727;R-HSA-5654732;R-HSA-5654733;R-HSA-5655862;R-HSA-5656121;R-HSA-5656169;R-HSA-5658442;R-HSA-5668541;R-HSA-5675221;R-HSA-5675482;R-HSA-5676590;R-HSA-5678895;R-HSA-5684264;R-HSA-5685942;R-HSA-5687128;R-HSA-5689603;R-HSA-5689877;R-HSA-5689880;R-HSA-5689896;R-HSA-5689901;R-HSA-5693565;R-HSA-5693607;R-HSA-5696394;R-HSA-5696395;R-HSA-5696397;R-HSA-5696400;R-HSA-6781823;R-HSA-6781827;R-HSA-6782135;R-HSA-6782210;R-HSA-6783310;R-HSA-6791226;R-HSA-6804756;R-HSA-6804757;R-HSA-6804760;R-HSA-6807004;R-HSA-68827;R-HSA-68949;R-HSA-69017;R-HSA-69231;R-HSA-69481;R-HSA-69541;R-HSA-69601;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-75815;R-HSA-8849469;R-HSA-8852276;R-HSA-8854050;R-HSA-8856825;R-HSA-8856828;R-HSA-8863795;R-HSA-8866652;R-HSA-8866654;R-HSA-8875360;R-HSA-8876493;R-HSA-8939236;R-HSA-8939902;R-HSA-8941858;R-HSA-8948747;R-HSA-8948751;R-HSA-8951664;R-HSA-901032;R-HSA-9010553;R-HSA-9013507;R-HSA-9013973;R-HSA-9014325;R-HSA-9020702;R-HSA-9033241;R-HSA-912631;R-HSA-917729;R-HSA-917937;R-HSA-936440;R-HSA-936964;R-HSA-937039;R-HSA-937041;R-HSA-937042;R-HSA-937072;R-HSA-9604323;R-HSA-9613829;R-HSA-9615710;R-HSA-9633012;R-HSA-9636383;R-HSA-9637628;R-HSA-9645460;R-HSA-9646399;R-HSA-975110;R-HSA-975144;R-HSA-975163;R-HSA-975956;R-HSA-975957;R-HSA-977225;R-HSA-983168;
P62857	6234	RS28_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P62273	6235	RS29_HUMAN	R-HSA-156827;R-HSA-156902;R-HSA-1799339;R-HSA-192823;R-HSA-2408557;R-HSA-6791226;R-HSA-72649;R-HSA-72689;R-HSA-72695;R-HSA-72702;R-HSA-72706;R-HSA-72764;R-HSA-9010553;R-HSA-9633012;R-HSA-975956;R-HSA-975957;
P55042	6236	RAD_HUMAN	
P10301	6237	RRAS_HUMAN	R-HSA-399955;R-HSA-416550;
Q9P2E9	6238	RRBP1_HUMAN	
Q92766	6239	RREB1_HUMAN	
P23921	6240	RIR1_HUMAN	R-HSA-499943;
P31350	6241	RIR2_HUMAN	R-HSA-499943;R-HSA-69205;R-HSA-8953750;
Q9BST9	6242	RTKN_HUMAN	R-HSA-5666185;
O15537	6247	XLRS1_HUMAN	
Q92681	6248	RSCA1_HUMAN	R-HSA-549127;R-HSA-8981373;
P30622	6249	CLIP1_HUMAN	R-HSA-141444;R-HSA-2467813;R-HSA-2500257;R-HSA-5626467;R-HSA-5663220;R-HSA-68877;R-HSA-9648025;
Q15404	6251	RSU1_HUMAN	R-HSA-446388;
Q16799	6252	RTN1_HUMAN	
O75298	6253	RTN2_HUMAN	
P19793	6256	RXRA_HUMAN	R-HSA-1368082;R-HSA-1368108;R-HSA-159418;R-HSA-192105;R-HSA-193368;R-HSA-193807;R-HSA-1989781;R-HSA-200425;R-HSA-204174;R-HSA-211976;R-HSA-2151201;R-HSA-2426168;R-HSA-381340;R-HSA-383280;R-HSA-400206;R-HSA-400253;R-HSA-4090294;R-HSA-5362517;R-HSA-5617472;R-HSA-9029558;R-HSA-9029569;R-HSA-9031525;R-HSA-9031528;R-HSA-9616222;R-HSA-9623433;R-HSA-9632974;
P28702	6257	RXRB_HUMAN	R-HSA-1989781;R-HSA-383280;R-HSA-5362517;R-HSA-9029558;R-HSA-9029569;R-HSA-9031525;R-HSA-9031528;R-HSA-9623433;R-HSA-9632974;
P48443	6258	RXRG_HUMAN	R-HSA-383280;R-HSA-5362517;
P34925	6259	RYK_HUMAN	R-HSA-201681;R-HSA-4086400;
P21817	6261	RYR1_HUMAN	R-HSA-2672351;R-HSA-5578775;
Q92736	6262	RYR2_HUMAN	R-HSA-2672351;R-HSA-5578775;
Q15413	6263	RYR3_HUMAN	R-HSA-2672351;R-HSA-5578775;
P23297	6271	S10A1_HUMAN	R-HSA-5686938;
Q99523	6272	SORT_HUMAN	R-HSA-432722;
P29034	6273	S10A2_HUMAN	
P33764	6274	S10A3_HUMAN	
P26447	6275	S10A4_HUMAN	
P33763	6276	S10A5_HUMAN	
P06703	6277	S10A6_HUMAN	
P31151	6278	S10A7_HUMAN	R-HSA-6798695;R-HSA-6799990;
P05109	6279	S10A8_HUMAN	R-HSA-5668599;R-HSA-5686938;R-HSA-6798695;R-HSA-6799990;
P06702	6280	S10A9_HUMAN	R-HSA-5668599;R-HSA-5686938;R-HSA-6798695;R-HSA-6799990;
P60903	6281	S10AA_HUMAN	R-HSA-75205;
P31949	6282	S10AB_HUMAN	R-HSA-6798695;
P80511	6283	S10AC_HUMAN	R-HSA-445989;R-HSA-6798695;R-HSA-879415;R-HSA-933542;
Q99584	6284	S10AD_HUMAN	
P04271	6285	S100B_HUMAN	R-HSA-1251985;R-HSA-445989;R-HSA-879415;R-HSA-933542;
P25815	6286	S100P_HUMAN	R-HSA-6798695;
P0DJI8	6288	SAA1_HUMAN	R-HSA-3000471;R-HSA-416476;R-HSA-418594;R-HSA-444473;R-HSA-445989;R-HSA-6785807;R-HSA-879415;R-HSA-933542;R-HSA-977225;
P0DJI9	6289	SAA2_HUMAN	
P35542	6291	SAA4_HUMAN	
Q8N1B4	6293	VPS52_HUMAN	R-HSA-6811440;
Q15424	6294	SAFB1_HUMAN	R-HSA-3899300;
P10523	6295	ARRS_HUMAN	R-HSA-2485179;R-HSA-2514859;
Q53FZ2	6296	ACSM3_HUMAN	R-HSA-77352;
Q9Y467	6297	SALL2_HUMAN	
Q9NSC2	6299	SALL1_HUMAN	R-HSA-2892247;
P53778	6300	MK12_HUMAN	R-HSA-168638;R-HSA-171007;R-HSA-2151209;R-HSA-376172;R-HSA-4420097;R-HSA-525793;
P49591	6301	SYSC_HUMAN	R-HSA-2408557;R-HSA-379716;
P21673	6303	SAT1_HUMAN	R-HSA-351200;
Q01826	6304	SATB1_HUMAN	R-HSA-111465;R-HSA-4551638;
O95248	6305	MTMR5_HUMAN	R-HSA-1483248;R-HSA-8876198;
Q15800	6307	MSMO1_HUMAN	R-HSA-191273;
P54253	6310	ATX1_HUMAN	
Q99700	6311	ATX2_HUMAN	
O15265	6314	ATX7_HUMAN	R-HSA-3214847;R-HSA-5689880;
P29508	6317	SPB3_HUMAN	R-HSA-6798695;
P48594	6318	SPB4_HUMAN	
O00767	6319	ACOD_HUMAN	R-HSA-2426168;R-HSA-75105;R-HSA-9029558;
Q9Y240	6320	CLC11_HUMAN	
Q9UN30	6322	SCML1_HUMAN	
P35498	6323	SCN1A_HUMAN	R-HSA-445095;R-HSA-5576892;
Q07699	6324	SCN1B_HUMAN	R-HSA-445095;R-HSA-5576892;
Q99250	6326	SCN2A_HUMAN	R-HSA-445095;R-HSA-5576892;
Q9NY46	6328	SCN3A_HUMAN	R-HSA-445095;R-HSA-5576892;
P35499	6329	SCN4A_HUMAN	R-HSA-445095;R-HSA-5576892;
Q8IWT1	6330	SCN4B_HUMAN	R-HSA-445095;R-HSA-5576892;
Q14524	6331	SCN5A_HUMAN	R-HSA-445095;R-HSA-5576892;
Q9UQD0	6334	SCN8A_HUMAN	R-HSA-445095;R-HSA-5576892;
Q9Y5Y9	6336	SCNAA_HUMAN	R-HSA-445095;R-HSA-5576892;
P37088	6337	SCNNA_HUMAN	R-HSA-2672351;
P51168	6338	SCNNB_HUMAN	R-HSA-2672351;
P51172	6339	SCNND_HUMAN	R-HSA-2672351;
P51170	6340	SCNNG_HUMAN	R-HSA-2672351;
O75880	6341	SCO1_HUMAN	R-HSA-5628897;R-HSA-611105;
P22307	6342	NLTP_HUMAN	R-HSA-193368;R-HSA-2046106;R-HSA-389887;R-HSA-9033241;R-HSA-9033500;
P09683	6343	SECR_HUMAN	R-HSA-418555;R-HSA-420092;
P47872	6344	SCTR_HUMAN	R-HSA-418555;R-HSA-420092;
P22362	6346	CCL1_HUMAN	R-HSA-380108;R-HSA-418594;
P13500	6347	CCL2_HUMAN	R-HSA-380108;R-HSA-380994;R-HSA-6783783;R-HSA-6785807;
P10147	6348	CCL3_HUMAN	R-HSA-380108;R-HSA-6783783;
P13236	6351	CCL4_HUMAN	R-HSA-380108;R-HSA-418594;R-HSA-6783783;
P13501	6352	CCL5_HUMAN	R-HSA-380108;R-HSA-418594;R-HSA-6783783;
P80098	6354	CCL7_HUMAN	R-HSA-380108;
P80075	6355	CCL8_HUMAN	
P51671	6356	CCL11_HUMAN	R-HSA-380108;R-HSA-6785807;
Q99616	6357	CCL13_HUMAN	R-HSA-380108;R-HSA-418594;
Q16627	6358	CCL14_HUMAN	
Q16663	6359	CCL15_HUMAN	
O15467	6360	CCL16_HUMAN	R-HSA-380108;R-HSA-418594;
Q92583	6361	CCL17_HUMAN	R-HSA-380108;
P55774	6362	CCL18_HUMAN	
Q99731	6363	CCL19_HUMAN	R-HSA-380108;R-HSA-418594;R-HSA-6783783;
P78556	6364	CCL20_HUMAN	R-HSA-380108;R-HSA-418594;R-HSA-6783783;
O00585	6366	CCL21_HUMAN	R-HSA-380108;R-HSA-418594;
O00626	6367	CCL22_HUMAN	R-HSA-380108;R-HSA-6783783;R-HSA-6785807;
P55773	6368	CCL23_HUMAN	R-HSA-416476;R-HSA-418594;R-HSA-444473;
O00175	6369	CCL24_HUMAN	
O15444	6370	CCL25_HUMAN	R-HSA-380108;R-HSA-418594;
P80162	6372	CXCL6_HUMAN	R-HSA-380108;R-HSA-418594;
O14625	6373	CXL11_HUMAN	R-HSA-380108;R-HSA-418594;
P42830	6374	CXCL5_HUMAN	R-HSA-380108;R-HSA-418594;
P47992	6375	XCL1_HUMAN	R-HSA-380108;R-HSA-416476;
P78423	6376	X3CL1_HUMAN	R-HSA-380108;R-HSA-418594;
P18827	6382	SDC1_HUMAN	R-HSA-1971475;R-HSA-2022928;R-HSA-2024096;R-HSA-202733;R-HSA-3000170;R-HSA-3560783;R-HSA-3560801;R-HSA-3656237;R-HSA-3656253;R-HSA-4420332;R-HSA-449836;R-HSA-975634;
P34741	6383	SDC2_HUMAN	R-HSA-1971475;R-HSA-2022928;R-HSA-2024096;R-HSA-202733;R-HSA-3000170;R-HSA-3560783;R-HSA-3560801;R-HSA-3656237;R-HSA-3656253;R-HSA-381426;R-HSA-3928662;R-HSA-4420332;R-HSA-8957275;R-HSA-975634;
P31431	6385	SDC4_HUMAN	R-HSA-1971475;R-HSA-2022928;R-HSA-2024096;R-HSA-202733;R-HSA-3000170;R-HSA-3560783;R-HSA-3560801;R-HSA-3656237;R-HSA-3656253;R-HSA-4420332;R-HSA-975634;
O00560	6386	SDCB1_HUMAN	R-HSA-3928664;R-HSA-447043;R-HSA-6798695;
P48061	6387	SDF1_HUMAN	R-HSA-1251985;R-HSA-376176;R-HSA-380108;R-HSA-418594;R-HSA-9018519;
Q99470	6388	SDF2_HUMAN	
P31040	6389	SDHA_HUMAN	R-HSA-611105;R-HSA-71403;
P21912	6390	SDHB_HUMAN	R-HSA-611105;R-HSA-71403;
Q99643	6391	C560_HUMAN	R-HSA-611105;R-HSA-71403;
O14521	6392	DHSD_HUMAN	R-HSA-611105;R-HSA-71403;
P55735	6396	SEC13_HUMAN	R-HSA-1169408;R-HSA-141444;R-HSA-159227;R-HSA-159230;R-HSA-159231;R-HSA-159236;R-HSA-165054;R-HSA-168271;R-HSA-168276;R-HSA-168325;R-HSA-168333;R-HSA-170822;R-HSA-180746;R-HSA-180910;R-HSA-191859;R-HSA-204005;R-HSA-2132295;R-HSA-2467813;R-HSA-2500257;R-HSA-3108214;R-HSA-3232142;R-HSA-3301854;R-HSA-3371453;R-HSA-4085377;R-HSA-4551638;R-HSA-4570464;R-HSA-4615885;R-HSA-5578749;R-HSA-5619107;R-HSA-5663220;R-HSA-6784531;R-HSA-68877;R-HSA-9609690;R-HSA-9610379;R-HSA-9639288;R-HSA-9648025;R-HSA-983170;
Q92503	6397	S14L1_HUMAN	
Q8WVN6	6398	SCTM1_HUMAN	
P0DI81	6399	TPC2A_HUMAN	R-HSA-204005;R-HSA-8876198;
P0DI82	6399	TPC2B_HUMAN	
Q9UBV2	6400	SE1L1_HUMAN	R-HSA-1912420;R-HSA-382556;R-HSA-5358346;R-HSA-5362768;R-HSA-5678895;R-HSA-901032;
P16581	6401	LYAM2_HUMAN	R-HSA-202733;
P14151	6402	LYAM1_HUMAN	R-HSA-198933;R-HSA-202733;R-HSA-6798695;
P16109	6403	LYAM3_HUMAN	R-HSA-114608;R-HSA-202733;
Q14242	6404	SELPL_HUMAN	R-HSA-202733;
Q13275	6405	SEM3F_HUMAN	
P04279	6406	SEMG1_HUMAN	R-HSA-6803157;R-HSA-977225;
Q02383	6407	SEMG2_HUMAN	
P49908	6414	SEPP1_HUMAN	R-HSA-114608;
P45985	6416	MP2K4_HUMAN	R-HSA-2559580;R-HSA-2871796;R-HSA-450321;R-HSA-5210891;R-HSA-5684264;
Q01105	6418	SET_HUMAN	R-HSA-2299718;R-HSA-450520;
Q53H47	6419	SETMR_HUMAN	
P23246	6421	SFPQ_HUMAN	R-HSA-8849468;R-HSA-9635465;
Q8N474	6422	SFRP1_HUMAN	R-HSA-201681;R-HSA-3772470;
Q96HF1	6423	SFRP2_HUMAN	R-HSA-201681;R-HSA-3772470;
Q6FHJ7	6424	SFRP4_HUMAN	
Q07955	6426	SRSF1_HUMAN	R-HSA-159236;R-HSA-72163;R-HSA-72165;R-HSA-72187;R-HSA-73856;
